Name	Mean	LogFC	pValue	p.Adj	SYMBOL
FBgn0000008	352.1169434566228	1.028532684891271	0.0012580090767171954	0.008403304164484263	a
FBgn0000043	15983.471520349156	0.7422647352530741	1.8708181054472387e-5	2.5402666080611466e-4	Act42A
FBgn0000063	696.7655174347783	0.5871678032634292	1.341802016618034e-4	0.001318542987329222	Mps1
FBgn0000078	348.0361036238128	4.379228778030968	6.844207585759317e-6	1.0829672742923442e-4	Amy-d
FBgn0000083	1120.9131825868144	0.6615830001607244	2.069569122105308e-5	2.774357744785049e-4	AnxB9
FBgn0000094	5.7159426322827835	-4.191483123370414	0.0012428921759563161	0.008334867815930475	Anp
FBgn0000120	669.6710224255389	-0.9829337940220189	3.908621603371316e-5	4.717691042374391e-4	Arr1
FBgn0000140	5000.568325611724	0.6975215846749733	1.2937772813074814e-5	1.8581248320310073e-4	asp
FBgn0000180	45.99306756540341	1.2605647090460852	2.426609991780426e-4	0.0021679511068863374	bib
FBgn0000182	1264.3319013736475	-1.3770929933811416	2.1777577130480786e-4	0.0019897843670553437	BicC
FBgn0000229	754.6615479295982	-1.1557728508076668	0.0012838045387058494	0.008553522751584056	bsk
FBgn0000253	12700.066347289909	-0.5933580861923712	2.5393020773852494e-6	4.640243996418145e-5	Cam
FBgn0000422	271.3632065026984	-0.9374542992623808	6.254249219561717e-8	1.7833731055862754e-6	Ddc
FBgn0000426	259.67117125816674	-2.4516598504512324	2.2912911894365922e-35	3.1360902509818637e-32	SmF
FBgn0000447	4766.444567260004	-1.4496442126201339	8.175204128989428e-16	1.1535465867368897e-13	Dhod
FBgn0000454	2932.1993914266473	0.8120502211476522	1.0651103476504167e-5	1.5771361449089705e-4	Dip-B
FBgn0000473	238.68899225222796	1.2440700282447277	1.1668112098214804e-4	0.0011829737058390076	Cyp6a2
FBgn0000489	5060.204273004049	-0.7426268108801645	1.9811704339473313e-9	7.725435820352456e-8	Pka-C3
FBgn0000524	210.16675745102327	0.9752483746003965	0.0013267385528345505	0.008785230078687225	dx
FBgn0000527	327.1048063091329	3.2785983717489806	2.1486947180742358e-32	2.1006560433058617e-29	e
FBgn0000536	1370.1690705198562	-0.9325235066812294	3.2985743507440475e-4	0.0027834517348109605	eas
FBgn0000568	507.083663475655	0.6777534871938931	9.394730614487974e-4	0.0066624703585749685	Eip75B
FBgn0000592	131.40106175703167	-2.0529795107453377	1.5080208439473806e-6	2.92355259080847e-5	Est-6
FBgn0000715	10.684860631724973	-2.734427610749104	4.031907984705634e-5	4.836522750803332e-4	FMRFa
FBgn0000810	570.4818488574485	0.7486412748438477	3.5833192647095045e-6	6.255725864295789e-5	fs(1)K10
FBgn0001086	1448.8268399165474	0.6974202835497311	6.038511537439806e-4	0.004633833022568736	fzy
FBgn0001092	1231.587117224113	0.7418137669750099	1.4648951105394245e-6	2.8439743798515038e-5	Gapdh2
FBgn0001112	78.84331377027212	1.5131564241572693	5.0428473249053794e-9	1.82596432105767e-7	Gld
FBgn0001114	301.3313467865185	1.7685736518470685	6.066741711872159e-12	4.1517746905197125e-10	Glt
FBgn0001134	43.25364561948643	-3.2835047575159653	6.42742513357625e-15	7.583807569246391e-13	Grd
FBgn0001168	310.96696591112743	1.3378755772170803	6.327586306581687e-13	5.094451398716679e-11	h
FBgn0001169	725.4391213197138	0.9243425671920962	4.374552676046869e-4	0.003522029557473735	H
FBgn0001208	36.68278299176628	2.111639196647725	1.8353160251607118e-4	0.0017360034855822158	Hn
FBgn0001248	7171.220308696346	0.8472450099440006	2.1923305870046256e-4	0.001999095852387229	Idh
FBgn0001269	91.90300811693932	-1.2653720339032581	2.1537061034989334e-4	0.0019757222143827013	inv
FBgn0001280	3185.37508333504	-1.073071692413818	3.3097700019233442e-6	5.8528193819541104e-5	janA
FBgn0001281	16415.108995042367	-1.8367628902511328	2.8723507641185096e-4	0.002501446377372382	janB
FBgn0001491	833.8883188202067	-1.189100267927481	2.4537201029964856e-7	5.997154830305875e-6	l(1)10Bb
FBgn0001565	204.966051612868	0.6914834057693807	3.8107465802276607e-4	0.003136361301477811	Hlc
FBgn0001942	9992.081425871178	0.851970755921951	7.892754889773358e-5	8.594123800821635e-4	eIF4A
FBgn0001977	1028.8106354414247	0.658902631661551	2.261734613240049e-6	4.1917732159722985e-5	CIAPIN1
FBgn0002023	875.1563385869466	1.1044728268876038	0.001256507056006509	0.008397369177520063	Lim3
FBgn0002183	1403.4769808733765	0.6180579191037787	2.518044859868965e-4	0.0022336020736893406	dre4
FBgn0002284	3329.2017075656145	1.2950569294445335	7.571288228326444e-4	0.0055684160118809264	Prosbeta6
FBgn0002306	537.4570132500736	0.7982558853152523	8.254715942821193e-5	8.931406886118076e-4	sas
FBgn0002354	203.2963807025811	-1.1376946590019363	9.248872390071909e-6	1.389564395202132e-4	l(3)87Df
FBgn0002590	2533.5950405099156	1.5987742451451017	0.0010699438255210752	0.00738865849642127	RpS5a
FBgn0002641	123.99768452598744	-0.670903110626892	0.0014554222690300101	0.00946335610271437	mal
FBgn0002734	47.33146843820125	6.235269841163154	5.681556103746683e-15	6.821355999296566e-13	E(spl)mdelta-HLH
FBgn0002778	101.0642794316429	-1.5974117573114748	1.0818376217527996e-6	2.1904011137471254e-5	mnd
FBgn0002862	31575.515976340608	0.8832326540428338	5.835713237487024e-4	0.004502446847885281	Mst87F
FBgn0002931	596.7841047560972	1.689548829960446	1.3866132104055272e-13	1.2485904612381876e-11	net
FBgn0002932	499.2289886430655	1.035795932553113	8.584000789319552e-5	9.186021798547044e-4	neur
FBgn0003074	12139.06905500511	0.8836599153294412	5.416998118978793e-4	0.004236711614540728	Pgi
FBgn0003130	43.16444885017447	7.048994375380821	1.1318460442305079e-11	7.341979529565385e-10	Poxn
