Name	Family	Type
Transib-2_DEl	CMC-Transib	DNA
Transib-2_DF	CMC-Transib	DNA
Transib-2_DK	CMC-Transib	DNA
Transib-2_DRh	CMC-Transib	DNA
Transib-2_DW	CMC-Transib	DNA
Transib-3_DAn	CMC-Transib	DNA
Transib-3_DBi	CMC-Transib	DNA
Transib-3_DBp	CMC-Transib	DNA
Transib-3_DF	CMC-Transib	DNA
Transib-3_DK	CMC-Transib	DNA
Transib-3_DRh	CMC-Transib	DNA
Transib-4_DAn	CMC-Transib	DNA
Transib-4_DBi	CMC-Transib	DNA
Transib-4_DBp	CMC-Transib	DNA
Transib-4_DF	CMC-Transib	DNA
Transib-4_DK	CMC-Transib	DNA
Transib-4_DRh	CMC-Transib	DNA
Transib-5_DAn	CMC-Transib	DNA
Transib-5_DBi	CMC-Transib	DNA
Transib-5_DBp	CMC-Transib	DNA
Transib-5_DK	CMC-Transib	DNA
Transib-5_DRh	CMC-Transib	DNA
Transib-6_DAn	CMC-Transib	DNA
Transib-6_DBi	CMC-Transib	DNA
Transib-6_DBp	CMC-Transib	DNA
Transib-6_DK	CMC-Transib	DNA
Transib-6_DRh	CMC-Transib	DNA
Transib-7_DAn	CMC-Transib	DNA
Transib-7_DBi	CMC-Transib	DNA
Transib-7_DRh	CMC-Transib	DNA
Transib-8_DAn	CMC-Transib	DNA
Transib-8_DRh	CMC-Transib	DNA
Transib-9_DAn	CMC-Transib	DNA
Transib-N1_DM	CMC-Transib	DNA
Transib-N1_DYa	CMC-Transib	DNA
TRANSIB1	CMC-Transib	DNA
Transib1_Dmoj	CMC-Transib	DNA
Transib1_DP	CMC-Transib	DNA
Transib1_Dwil	CMC-Transib	DNA
TRANSIB2	CMC-Transib	DNA
Transib2_DP	CMC-Transib	DNA
TRANSIB3	CMC-Transib	DNA
Transib3_DP	CMC-Transib	DNA
TRANSIB4	CMC-Transib	DNA
Transib4_DP	CMC-Transib	DNA
Transib5	CMC-Transib	DNA
TransibN1_DP	CMC-Transib	DNA
TransibN2_DP	CMC-Transib	DNA
TransibN3_DP	CMC-Transib	DNA
TransibN4_DP	CMC-Transib	DNA
TransibN5_DP	CMC-Transib	DNA
TRANSPAC_I	Gypsy	LTR
TRANSPAC_LTR	Gypsy	LTR
TRANSPAC	Gypsy	LTR
TRIM	LOA	Non-LTR_retrotransposon
TV1I	Gypsy	LTR
TV1LTR	Gypsy	LTR
TV1	Gypsy	LTR
UHU	TcMar-Tc1	DNA
Uhu_DAn	TcMar-Tc1	DNA
Ulysses_I	Gypsy	LTR
Ulysses_LTR	Gypsy	LTR
Ulysses	Gypsy	LTR
UVIR_DV	Jockey	Non-LTR_retrotransposon
VEGE_DW	hAT-Tip100	DNA
WORF_DMi	CR1	Non-LTR_retrotransposon
ZAM_I	Gypsy	LTR
ZAM_LTR	Gypsy	LTR
ZAM	Gypsy	LTR
Zator-1_DF	Zator	DNA
Zator-2_DF	Zator	DNA
